"","Time","cumsum.died","percent.alive","var.level","sim.num","percent.died"
"3308",10,17,83,"Higher Infection Tolerance","79 B",17
"3309",11,17,83,"Higher Infection Tolerance","79 B",17
"3310",12,18,82,"Higher Infection Tolerance","79 B",18
"3311",13,18,82,"Higher Infection Tolerance","79 B",18
"3312",14,18,82,"Higher Infection Tolerance","79 B",18
"3313",15,18,82,"Higher Infection Tolerance","79 B",18
"3314",16,19,81,"Higher Infection Tolerance","79 B",19
"3315",17,19,81,"Higher Infection Tolerance","79 B",19
"3316",18,20,80,"Higher Infection Tolerance","79 B",20
"3317",19,21,79,"Higher Infection Tolerance","79 B",21
"3318",20,22,78,"Higher Infection Tolerance","79 B",22
"3319",0,0,100,"Higher Exposure Tolerance","80 A",0
"3320",1,3,97,"Higher Exposure Tolerance","80 A",3
"3321",2,7,93,"Higher Exposure Tolerance","80 A",7
"3322",3,9,91,"Higher Exposure Tolerance","80 A",9
"3323",4,14,86,"Higher Exposure Tolerance","80 A",14
"3324",5,17,83,"Higher Exposure Tolerance","80 A",17
"3325",6,17,83,"Higher Exposure Tolerance","80 A",17
"3326",7,21,79,"Higher Exposure Tolerance","80 A",21
"3327",8,22,78,"Higher Exposure Tolerance","80 A",22
"3328",9,25,75,"Higher Exposure Tolerance","80 A",25
"3329",10,26,74,"Higher Exposure Tolerance","80 A",26
"3330",11,28,72,"Higher Exposure Tolerance","80 A",28
"3331",12,32,68,"Higher Exposure Tolerance","80 A",32
"3332",13,33,67,"Higher Exposure Tolerance","80 A",33
"3333",14,35,65,"Higher Exposure Tolerance","80 A",35
"3334",15,37,63,"Higher Exposure Tolerance","80 A",37
"3335",16,37,63,"Higher Exposure Tolerance","80 A",37
"3336",17,41,59,"Higher Exposure Tolerance","80 A",41
"3337",18,44,56,"Higher Exposure Tolerance","80 A",44
"3338",19,45,55,"Higher Exposure Tolerance","80 A",45
"3339",20,47,53,"Higher Exposure Tolerance","80 A",47
"3340",0,0,100,"Higher Infection Tolerance","80 B",0
"3341",1,15,85,"Higher Infection Tolerance","80 B",15
"3342",2,15,85,"Higher Infection Tolerance","80 B",15
"3343",3,15,85,"Higher Infection Tolerance","80 B",15
"3344",4,16,84,"Higher Infection Tolerance","80 B",16
"3345",5,16,84,"Higher Infection Tolerance","80 B",16
"3346",6,18,82,"Higher Infection Tolerance","80 B",18
"3347",7,18,82,"Higher Infection Tolerance","80 B",18
"3348",8,19,81,"Higher Infection Tolerance","80 B",19
"3349",9,19,81,"Higher Infection Tolerance","80 B",19
"3350",10,19,81,"Higher Infection Tolerance","80 B",19
"3351",11,20,80,"Higher Infection Tolerance","80 B",20
"3352",12,20,80,"Higher Infection Tolerance","80 B",20
"3353",13,20,80,"Higher Infection Tolerance","80 B",20
"3354",14,20,80,"Higher Infection Tolerance","80 B",20
"3355",15,21,79,"Higher Infection Tolerance","80 B",21
"3356",16,22,78,"Higher Infection Tolerance","80 B",22
"3357",17,22,78,"Higher Infection Tolerance","80 B",22
"3358",18,22,78,"Higher Infection Tolerance","80 B",22
"3359",19,22,78,"Higher Infection Tolerance","80 B",22
"3360",20,22,78,"Higher Infection Tolerance","80 B",22
"3361",0,0,100,"Higher Exposure Tolerance","81 A",0
"3362",1,2,98,"Higher Exposure Tolerance","81 A",2
"3363",2,5,95,"Higher Exposure Tolerance","81 A",5
"3364",3,12,88,"Higher Exposure Tolerance","81 A",12
"3365",4,17,83,"Higher Exposure Tolerance","81 A",17
"3366",5,18,82,"Higher Exposure Tolerance","81 A",18
"3367",6,21,79,"Higher Exposure Tolerance","81 A",21
"3368",7,23,77,"Higher Exposure Tolerance","81 A",23
"3369",8,23,77,"Higher Exposure Tolerance","81 A",23
"3370",9,24,76,"Higher Exposure Tolerance","81 A",24
"3371",10,24,76,"Higher Exposure Tolerance","81 A",24
"3372",11,27,73,"Higher Exposure Tolerance","81 A",27
"3373",12,30,70,"Higher Exposure Tolerance","81 A",30
"3374",13,34,66,"Higher Exposure Tolerance","81 A",34
"3375",14,35,65,"Higher Exposure Tolerance","81 A",35
"3376",15,36,64,"Higher Exposure Tolerance","81 A",36
"3377",16,38,62,"Higher Exposure Tolerance","81 A",38
"3378",17,41,59,"Higher Exposure Tolerance","81 A",41
"3379",18,44,56,"Higher Exposure Tolerance","81 A",44
"3380",19,47,53,"Higher Exposure Tolerance","81 A",47
"3381",20,47,53,"Higher Exposure Tolerance","81 A",47
"3382",0,0,100,"Higher Infection Tolerance","81 B",0
"3383",1,16,84,"Higher Infection Tolerance","81 B",16
"3384",2,17,83,"Higher Infection Tolerance","81 B",17
"3385",3,18,82,"Higher Infection Tolerance","81 B",18
"3386",4,20,80,"Higher Infection Tolerance","81 B",20
"3387",5,21,79,"Higher Infection Tolerance","81 B",21
"3388",6,21,79,"Higher Infection Tolerance","81 B",21
"3389",7,22,78,"Higher Infection Tolerance","81 B",22
"3390",8,22,78,"Higher Infection Tolerance","81 B",22
"3391",9,22,78,"Higher Infection Tolerance","81 B",22
"3392",10,23,77,"Higher Infection Tolerance","81 B",23
"3393",11,24,76,"Higher Infection Tolerance","81 B",24
"3394",12,24,76,"Higher Infection Tolerance","81 B",24
"3395",13,24,76,"Higher Infection Tolerance","81 B",24
"3396",14,25,75,"Higher Infection Tolerance","81 B",25
"3397",15,27,73,"Higher Infection Tolerance","81 B",27
"3398",16,27,73,"Higher Infection Tolerance","81 B",27
"3399",17,28,72,"Higher Infection Tolerance","81 B",28
"3400",18,29,71,"Higher Infection Tolerance","81 B",29
"3401",19,30,70,"Higher Infection Tolerance","81 B",30
"3402",20,30,70,"Higher Infection Tolerance","81 B",30
"3403",0,0,100,"Higher Exposure Tolerance","82 A",0
"3404",1,1,99,"Higher Exposure Tolerance","82 A",1
"3405",2,4,96,"Higher Exposure Tolerance","82 A",4
"3406",3,9,91,"Higher Exposure Tolerance","82 A",9
"3407",4,15,85,"Higher Exposure Tolerance","82 A",15
"3408",5,19,81,"Higher Exposure Tolerance","82 A",19
"3409",6,22,78,"Higher Exposure Tolerance","82 A",22
"3410",7,26,74,"Higher Exposure Tolerance","82 A",26
"3411",8,28,72,"Higher Exposure Tolerance","82 A",28
"3412",9,32,68,"Higher Exposure Tolerance","82 A",32
"3413",10,35,65,"Higher Exposure Tolerance","82 A",35
"3414",11,36,64,"Higher Exposure Tolerance","82 A",36
"3415",12,36,64,"Higher Exposure Tolerance","82 A",36
"3416",13,37,63,"Higher Exposure Tolerance","82 A",37
"3417",14,37,63,"Higher Exposure Tolerance","82 A",37
"3418",15,38,62,"Higher Exposure Tolerance","82 A",38
"3419",16,41,59,"Higher Exposure Tolerance","82 A",41
"3420",17,43,57,"Higher Exposure Tolerance","82 A",43
"3421",18,44,56,"Higher Exposure Tolerance","82 A",44
"3422",19,46,54,"Higher Exposure Tolerance","82 A",46
"3423",20,48,52,"Higher Exposure Tolerance","82 A",48
"3424",0,0,100,"Higher Infection Tolerance","82 B",0
"3425",1,19,81,"Higher Infection Tolerance","82 B",19
"3426",2,20,80,"Higher Infection Tolerance","82 B",20
"3427",3,21,79,"Higher Infection Tolerance","82 B",21
"3428",4,21,79,"Higher Infection Tolerance","82 B",21
"3429",5,21,79,"Higher Infection Tolerance","82 B",21
"3430",6,21,79,"Higher Infection Tolerance","82 B",21
"3431",7,21,79,"Higher Infection Tolerance","82 B",21
"3432",8,21,79,"Higher Infection Tolerance","82 B",21
"3433",9,21,79,"Higher Infection Tolerance","82 B",21
"3434",10,22,78,"Higher Infection Tolerance","82 B",22
"3435",11,23,77,"Higher Infection Tolerance","82 B",23
"3436",12,23,77,"Higher Infection Tolerance","82 B",23
"3437",13,24,76,"Higher Infection Tolerance","82 B",24
"3438",14,24,76,"Higher Infection Tolerance","82 B",24
"3439",15,25,75,"Higher Infection Tolerance","82 B",25
"3440",16,26,74,"Higher Infection Tolerance","82 B",26
"3441",17,26,74,"Higher Infection Tolerance","82 B",26
"3442",18,26,74,"Higher Infection Tolerance","82 B",26
"3443",19,27,73,"Higher Infection Tolerance","82 B",27
"3444",20,27,73,"Higher Infection Tolerance","82 B",27
"3445",0,0,100,"Higher Exposure Tolerance","83 A",0
"3446",1,4,96,"Higher Exposure Tolerance","83 A",4
"3447",2,5,95,"Higher Exposure Tolerance","83 A",5
"3448",3,8,92,"Higher Exposure Tolerance","83 A",8
"3449",4,9,91,"Higher Exposure Tolerance","83 A",9
"3450",5,13,87,"Higher Exposure Tolerance","83 A",13
"3451",6,17,83,"Higher Exposure Tolerance","83 A",17
"3452",7,18,82,"Higher Exposure Tolerance","83 A",18
"3453",8,22,78,"Higher Exposure Tolerance","83 A",22
"3454",9,25,75,"Higher Exposure Tolerance","83 A",25
"3455",10,26,74,"Higher Exposure Tolerance","83 A",26
"3456",11,26,74,"Higher Exposure Tolerance","83 A",26
"3457",12,29,71,"Higher Exposure Tolerance","83 A",29
"3458",13,30,70,"Higher Exposure Tolerance","83 A",30
"3459",14,30,70,"Higher Exposure Tolerance","83 A",30
"3460",15,31,69,"Higher Exposure Tolerance","83 A",31
"3461",16,32,68,"Higher Exposure Tolerance","83 A",32
"3462",17,33,67,"Higher Exposure Tolerance","83 A",33
"3463",18,38,62,"Higher Exposure Tolerance","83 A",38
"3464",19,43,57,"Higher Exposure Tolerance","83 A",43
"3465",20,45,55,"Higher Exposure Tolerance","83 A",45
"3466",0,0,100,"Higher Infection Tolerance","83 B",0
"3467",1,19,81,"Higher Infection Tolerance","83 B",19
"3468",2,20,80,"Higher Infection Tolerance","83 B",20
"3469",3,21,79,"Higher Infection Tolerance","83 B",21
"3470",4,22,78,"Higher Infection Tolerance","83 B",22
"3471",5,22,78,"Higher Infection Tolerance","83 B",22
"3472",6,24,76,"Higher Infection Tolerance","83 B",24
"3473",7,26,74,"Higher Infection Tolerance","83 B",26
"3474",8,26,74,"Higher Infection Tolerance","83 B",26
"3475",9,26,74,"Higher Infection Tolerance","83 B",26
"3476",10,26,74,"Higher Infection Tolerance","83 B",26
"3477",11,26,74,"Higher Infection Tolerance","83 B",26
"3478",12,27,73,"Higher Infection Tolerance","83 B",27
"3479",13,28,72,"Higher Infection Tolerance","83 B",28
"3480",14,28,72,"Higher Infection Tolerance","83 B",28
"3481",15,28,72,"Higher Infection Tolerance","83 B",28
"3482",16,29,71,"Higher Infection Tolerance","83 B",29
"3483",17,30,70,"Higher Infection Tolerance","83 B",30
"3484",18,30,70,"Higher Infection Tolerance","83 B",30
"3485",19,30,70,"Higher Infection Tolerance","83 B",30
"3486",20,32,68,"Higher Infection Tolerance","83 B",32
"3487",0,0,100,"Higher Exposure Tolerance","84 A",0
"3488",1,1,99,"Higher Exposure Tolerance","84 A",1
"3489",2,7,93,"Higher Exposure Tolerance","84 A",7
"3490",3,9,91,"Higher Exposure Tolerance","84 A",9
"3491",4,15,85,"Higher Exposure Tolerance","84 A",15
"3492",5,15,85,"Higher Exposure Tolerance","84 A",15
"3493",6,19,81,"Higher Exposure Tolerance","84 A",19
"3494",7,21,79,"Higher Exposure Tolerance","84 A",21
"3495",8,23,77,"Higher Exposure Tolerance","84 A",23
"3496",9,28,72,"Higher Exposure Tolerance","84 A",28
"3497",10,30,70,"Higher Exposure Tolerance","84 A",30
"3498",11,30,70,"Higher Exposure Tolerance","84 A",30
"3499",12,34,66,"Higher Exposure Tolerance","84 A",34
"3500",13,35,65,"Higher Exposure Tolerance","84 A",35
"3501",14,37,63,"Higher Exposure Tolerance","84 A",37
"3502",15,38,62,"Higher Exposure Tolerance","84 A",38
"3503",16,40,60,"Higher Exposure Tolerance","84 A",40
"3504",17,42,58,"Higher Exposure Tolerance","84 A",42
"3505",18,45,55,"Higher Exposure Tolerance","84 A",45
"3506",19,49,51,"Higher Exposure Tolerance","84 A",49
"3507",20,50,50,"Higher Exposure Tolerance","84 A",50
"3508",0,0,100,"Higher Infection Tolerance","84 B",0
"3509",1,18,82,"Higher Infection Tolerance","84 B",18
"3510",2,20,80,"Higher Infection Tolerance","84 B",20
"3511",3,20,80,"Higher Infection Tolerance","84 B",20
"3512",4,20,80,"Higher Infection Tolerance","84 B",20
"3513",5,20,80,"Higher Infection Tolerance","84 B",20
"3514",6,20,80,"Higher Infection Tolerance","84 B",20
"3515",7,20,80,"Higher Infection Tolerance","84 B",20
"3516",8,21,79,"Higher Infection Tolerance","84 B",21
"3517",9,21,79,"Higher Infection Tolerance","84 B",21
"3518",10,22,78,"Higher Infection Tolerance","84 B",22
"3519",11,22,78,"Higher Infection Tolerance","84 B",22
"3520",12,22,78,"Higher Infection Tolerance","84 B",22
"3521",13,23,77,"Higher Infection Tolerance","84 B",23
"3522",14,24,76,"Higher Infection Tolerance","84 B",24
"3523",15,25,75,"Higher Infection Tolerance","84 B",25
"3524",16,26,74,"Higher Infection Tolerance","84 B",26
"3525",17,26,74,"Higher Infection Tolerance","84 B",26
"3526",18,27,73,"Higher Infection Tolerance","84 B",27
"3527",19,27,73,"Higher Infection Tolerance","84 B",27
"3528",20,28,72,"Higher Infection Tolerance","84 B",28
"3529",0,0,100,"Higher Exposure Tolerance","85 A",0
"3530",1,2,98,"Higher Exposure Tolerance","85 A",2
"3531",2,3,97,"Higher Exposure Tolerance","85 A",3
"3532",3,5,95,"Higher Exposure Tolerance","85 A",5
"3533",4,7,93,"Higher Exposure Tolerance","85 A",7
"3534",5,14,86,"Higher Exposure Tolerance","85 A",14
"3535",6,22,78,"Higher Exposure Tolerance","85 A",22
"3536",7,24,76,"Higher Exposure Tolerance","85 A",24
"3537",8,26,74,"Higher Exposure Tolerance","85 A",26
"3538",9,31,69,"Higher Exposure Tolerance","85 A",31
"3539",10,33,67,"Higher Exposure Tolerance","85 A",33
"3540",11,34,66,"Higher Exposure Tolerance","85 A",34
"3541",12,34,66,"Higher Exposure Tolerance","85 A",34
"3542",13,35,65,"Higher Exposure Tolerance","85 A",35
"3543",14,36,64,"Higher Exposure Tolerance","85 A",36
"3544",15,37,63,"Higher Exposure Tolerance","85 A",37
"3545",16,38,62,"Higher Exposure Tolerance","85 A",38
"3546",17,38,62,"Higher Exposure Tolerance","85 A",38
"3547",18,41,59,"Higher Exposure Tolerance","85 A",41
"3548",19,41,59,"Higher Exposure Tolerance","85 A",41
"3549",20,42,58,"Higher Exposure Tolerance","85 A",42
"3550",0,0,100,"Higher Infection Tolerance","85 B",0
"3551",1,16,84,"Higher Infection Tolerance","85 B",16
"3552",2,16,84,"Higher Infection Tolerance","85 B",16
"3553",3,17,83,"Higher Infection Tolerance","85 B",17
"3554",4,17,83,"Higher Infection Tolerance","85 B",17
"3555",5,17,83,"Higher Infection Tolerance","85 B",17
"3556",6,17,83,"Higher Infection Tolerance","85 B",17
"3557",7,17,83,"Higher Infection Tolerance","85 B",17
"3558",8,17,83,"Higher Infection Tolerance","85 B",17
"3559",9,17,83,"Higher Infection Tolerance","85 B",17
"3560",10,17,83,"Higher Infection Tolerance","85 B",17
"3561",11,18,82,"Higher Infection Tolerance","85 B",18
"3562",12,19,81,"Higher Infection Tolerance","85 B",19
"3563",13,19,81,"Higher Infection Tolerance","85 B",19
"3564",14,19,81,"Higher Infection Tolerance","85 B",19
"3565",15,19,81,"Higher Infection Tolerance","85 B",19
"3566",16,20,80,"Higher Infection Tolerance","85 B",20
"3567",17,21,79,"Higher Infection Tolerance","85 B",21
"3568",18,21,79,"Higher Infection Tolerance","85 B",21
"3569",19,21,79,"Higher Infection Tolerance","85 B",21
"3570",20,22,78,"Higher Infection Tolerance","85 B",22
"3571",0,0,100,"Higher Exposure Tolerance","86 A",0
"3572",1,2,98,"Higher Exposure Tolerance","86 A",2
"3573",2,7,93,"Higher Exposure Tolerance","86 A",7
"3574",3,10,90,"Higher Exposure Tolerance","86 A",10
"3575",4,13,87,"Higher Exposure Tolerance","86 A",13
"3576",5,20,80,"Higher Exposure Tolerance","86 A",20
"3577",6,23,77,"Higher Exposure Tolerance","86 A",23
"3578",7,27,73,"Higher Exposure Tolerance","86 A",27
"3579",8,29,71,"Higher Exposure Tolerance","86 A",29
"3580",9,30,70,"Higher Exposure Tolerance","86 A",30
"3581",10,31,69,"Higher Exposure Tolerance","86 A",31
"3582",11,34,66,"Higher Exposure Tolerance","86 A",34
"3583",12,36,64,"Higher Exposure Tolerance","86 A",36
"3584",13,36,64,"Higher Exposure Tolerance","86 A",36
"3585",14,40,60,"Higher Exposure Tolerance","86 A",40
"3586",15,41,59,"Higher Exposure Tolerance","86 A",41
"3587",16,41,59,"Higher Exposure Tolerance","86 A",41
"3588",17,43,57,"Higher Exposure Tolerance","86 A",43
"3589",18,44,56,"Higher Exposure Tolerance","86 A",44
"3590",19,46,54,"Higher Exposure Tolerance","86 A",46
"3591",20,48,52,"Higher Exposure Tolerance","86 A",48
"3592",0,0,100,"Higher Infection Tolerance","86 B",0
"3593",1,15,85,"Higher Infection Tolerance","86 B",15
"3594",2,16,84,"Higher Infection Tolerance","86 B",16
"3595",3,16,84,"Higher Infection Tolerance","86 B",16
"3596",4,18,82,"Higher Infection Tolerance","86 B",18
"3597",5,19,81,"Higher Infection Tolerance","86 B",19
"3598",6,19,81,"Higher Infection Tolerance","86 B",19
"3599",7,19,81,"Higher Infection Tolerance","86 B",19
"3600",8,20,80,"Higher Infection Tolerance","86 B",20
"3601",9,20,80,"Higher Infection Tolerance","86 B",20
"3602",10,20,80,"Higher Infection Tolerance","86 B",20
"3603",11,21,79,"Higher Infection Tolerance","86 B",21
"3604",12,23,77,"Higher Infection Tolerance","86 B",23
"3605",13,24,76,"Higher Infection Tolerance","86 B",24
"3606",14,24,76,"Higher Infection Tolerance","86 B",24
"3607",15,24,76,"Higher Infection Tolerance","86 B",24
"3608",16,26,74,"Higher Infection Tolerance","86 B",26
"3609",17,26,74,"Higher Infection Tolerance","86 B",26
"3610",18,26,74,"Higher Infection Tolerance","86 B",26
"3611",19,27,73,"Higher Infection Tolerance","86 B",27
"3612",20,27,73,"Higher Infection Tolerance","86 B",27
"3613",0,0,100,"Higher Exposure Tolerance","87 A",0
"3614",1,8,92,"Higher Exposure Tolerance","87 A",8
"3615",2,11,89,"Higher Exposure Tolerance","87 A",11
"3616",3,14,86,"Higher Exposure Tolerance","87 A",14
"3617",4,17,83,"Higher Exposure Tolerance","87 A",17
"3618",5,19,81,"Higher Exposure Tolerance","87 A",19
"3619",6,20,80,"Higher Exposure Tolerance","87 A",20
"3620",7,24,76,"Higher Exposure Tolerance","87 A",24
"3621",8,27,73,"Higher Exposure Tolerance","87 A",27
"3622",9,30,70,"Higher Exposure Tolerance","87 A",30
"3623",10,33,67,"Higher Exposure Tolerance","87 A",33
"3624",11,38,62,"Higher Exposure Tolerance","87 A",38
"3625",12,39,61,"Higher Exposure Tolerance","87 A",39
"3626",13,41,59,"Higher Exposure Tolerance","87 A",41
"3627",14,44,56,"Higher Exposure Tolerance","87 A",44
"3628",15,45,55,"Higher Exposure Tolerance","87 A",45
"3629",16,47,53,"Higher Exposure Tolerance","87 A",47
"3630",17,50,50,"Higher Exposure Tolerance","87 A",50
"3631",18,50,50,"Higher Exposure Tolerance","87 A",50
"3632",19,53,47,"Higher Exposure Tolerance","87 A",53
"3633",20,55,45,"Higher Exposure Tolerance","87 A",55
"3634",0,0,100,"Higher Infection Tolerance","87 B",0
"3635",1,7,93,"Higher Infection Tolerance","87 B",7
"3636",2,9,91,"Higher Infection Tolerance","87 B",9
"3637",3,10,90,"Higher Infection Tolerance","87 B",10
"3638",4,11,89,"Higher Infection Tolerance","87 B",11
"3639",5,12,88,"Higher Infection Tolerance","87 B",12
"3640",6,13,87,"Higher Infection Tolerance","87 B",13
"3641",7,14,86,"Higher Infection Tolerance","87 B",14
"3642",8,16,84,"Higher Infection Tolerance","87 B",16
"3643",9,17,83,"Higher Infection Tolerance","87 B",17
"3644",10,17,83,"Higher Infection Tolerance","87 B",17
"3645",11,17,83,"Higher Infection Tolerance","87 B",17
"3646",12,17,83,"Higher Infection Tolerance","87 B",17
"3647",13,17,83,"Higher Infection Tolerance","87 B",17
"3648",14,19,81,"Higher Infection Tolerance","87 B",19
"3649",15,19,81,"Higher Infection Tolerance","87 B",19
"3650",16,20,80,"Higher Infection Tolerance","87 B",20
"3651",17,21,79,"Higher Infection Tolerance","87 B",21
"3652",18,22,78,"Higher Infection Tolerance","87 B",22
"3653",19,22,78,"Higher Infection Tolerance","87 B",22
"3654",20,22,78,"Higher Infection Tolerance","87 B",22
"3655",0,0,100,"Higher Exposure Tolerance","88 A",0
"3656",1,3,97,"Higher Exposure Tolerance","88 A",3
"3657",2,8,92,"Higher Exposure Tolerance","88 A",8
"3658",3,11,89,"Higher Exposure Tolerance","88 A",11
"3659",4,14,86,"Higher Exposure Tolerance","88 A",14
"3660",5,16,84,"Higher Exposure Tolerance","88 A",16
"3661",6,17,83,"Higher Exposure Tolerance","88 A",17
"3662",7,17,83,"Higher Exposure Tolerance","88 A",17
"3663",8,20,80,"Higher Exposure Tolerance","88 A",20
"3664",9,24,76,"Higher Exposure Tolerance","88 A",24
"3665",10,28,72,"Higher Exposure Tolerance","88 A",28
"3666",11,30,70,"Higher Exposure Tolerance","88 A",30
"3667",12,34,66,"Higher Exposure Tolerance","88 A",34
"3668",13,36,64,"Higher Exposure Tolerance","88 A",36
"3669",14,37,63,"Higher Exposure Tolerance","88 A",37
"3670",15,39,61,"Higher Exposure Tolerance","88 A",39
"3671",16,41,59,"Higher Exposure Tolerance","88 A",41
"3672",17,42,58,"Higher Exposure Tolerance","88 A",42
"3673",18,44,56,"Higher Exposure Tolerance","88 A",44
"3674",19,45,55,"Higher Exposure Tolerance","88 A",45
"3675",20,46,54,"Higher Exposure Tolerance","88 A",46
"3676",0,0,100,"Higher Infection Tolerance","88 B",0
"3677",1,17,83,"Higher Infection Tolerance","88 B",17
"3678",2,17,83,"Higher Infection Tolerance","88 B",17
"3679",3,17,83,"Higher Infection Tolerance","88 B",17
"3680",4,18,82,"Higher Infection Tolerance","88 B",18
"3681",5,18,82,"Higher Infection Tolerance","88 B",18
"3682",6,18,82,"Higher Infection Tolerance","88 B",18
"3683",7,18,82,"Higher Infection Tolerance","88 B",18
"3684",8,18,82,"Higher Infection Tolerance","88 B",18
"3685",9,19,81,"Higher Infection Tolerance","88 B",19
"3686",10,19,81,"Higher Infection Tolerance","88 B",19
"3687",11,19,81,"Higher Infection Tolerance","88 B",19
"3688",12,19,81,"Higher Infection Tolerance","88 B",19
"3689",13,19,81,"Higher Infection Tolerance","88 B",19
"3690",14,21,79,"Higher Infection Tolerance","88 B",21
"3691",15,22,78,"Higher Infection Tolerance","88 B",22
"3692",16,23,77,"Higher Infection Tolerance","88 B",23
"3693",17,23,77,"Higher Infection Tolerance","88 B",23
"3694",18,23,77,"Higher Infection Tolerance","88 B",23
"3695",19,23,77,"Higher Infection Tolerance","88 B",23
"3696",20,23,77,"Higher Infection Tolerance","88 B",23
"3697",0,0,100,"Higher Exposure Tolerance","89 A",0
"3698",1,5,95,"Higher Exposure Tolerance","89 A",5
"3699",2,5,95,"Higher Exposure Tolerance","89 A",5
"3700",3,7,93,"Higher Exposure Tolerance","89 A",7
"3701",4,16,84,"Higher Exposure Tolerance","89 A",16
"3702",5,18,82,"Higher Exposure Tolerance","89 A",18
"3703",6,23,77,"Higher Exposure Tolerance","89 A",23
"3704",7,28,72,"Higher Exposure Tolerance","89 A",28
"3705",8,33,67,"Higher Exposure Tolerance","89 A",33
"3706",9,36,64,"Higher Exposure Tolerance","89 A",36
"3707",10,38,62,"Higher Exposure Tolerance","89 A",38
"3708",11,40,60,"Higher Exposure Tolerance","89 A",40
"3709",12,41,59,"Higher Exposure Tolerance","89 A",41
"3710",13,42,58,"Higher Exposure Tolerance","89 A",42
"3711",14,43,57,"Higher Exposure Tolerance","89 A",43
"3712",15,43,57,"Higher Exposure Tolerance","89 A",43
"3713",16,43,57,"Higher Exposure Tolerance","89 A",43
"3714",17,45,55,"Higher Exposure Tolerance","89 A",45
"3715",18,45,55,"Higher Exposure Tolerance","89 A",45
"3716",19,46,54,"Higher Exposure Tolerance","89 A",46
"3717",20,47,53,"Higher Exposure Tolerance","89 A",47
"3718",0,0,100,"Higher Infection Tolerance","89 B",0
"3719",1,23,77,"Higher Infection Tolerance","89 B",23
"3720",2,23,77,"Higher Infection Tolerance","89 B",23
"3721",3,23,77,"Higher Infection Tolerance","89 B",23
"3722",4,24,76,"Higher Infection Tolerance","89 B",24
"3723",5,25,75,"Higher Infection Tolerance","89 B",25
"3724",6,25,75,"Higher Infection Tolerance","89 B",25
"3725",7,25,75,"Higher Infection Tolerance","89 B",25
"3726",8,25,75,"Higher Infection Tolerance","89 B",25
"3727",9,25,75,"Higher Infection Tolerance","89 B",25
"3728",10,25,75,"Higher Infection Tolerance","89 B",25
"3729",11,25,75,"Higher Infection Tolerance","89 B",25
"3730",12,25,75,"Higher Infection Tolerance","89 B",25
"3731",13,26,74,"Higher Infection Tolerance","89 B",26
"3732",14,26,74,"Higher Infection Tolerance","89 B",26
"3733",15,26,74,"Higher Infection Tolerance","89 B",26
"3734",16,27,73,"Higher Infection Tolerance","89 B",27
"3735",17,27,73,"Higher Infection Tolerance","89 B",27
"3736",18,28,72,"Higher Infection Tolerance","89 B",28
"3737",19,29,71,"Higher Infection Tolerance","89 B",29
"3738",20,29,71,"Higher Infection Tolerance","89 B",29
"3739",0,0,100,"Higher Exposure Tolerance","90 A",0
"3740",1,2,98,"Higher Exposure Tolerance","90 A",2
"3741",2,4,96,"Higher Exposure Tolerance","90 A",4
"3742",3,6,94,"Higher Exposure Tolerance","90 A",6
"3743",4,10,90,"Higher Exposure Tolerance","90 A",10
"3744",5,13,87,"Higher Exposure Tolerance","90 A",13
"3745",6,15,85,"Higher Exposure Tolerance","90 A",15
"3746",7,17,83,"Higher Exposure Tolerance","90 A",17
"3747",8,20,80,"Higher Exposure Tolerance","90 A",20
"3748",9,23,77,"Higher Exposure Tolerance","90 A",23
"3749",10,25,75,"Higher Exposure Tolerance","90 A",25
"3750",11,25,75,"Higher Exposure Tolerance","90 A",25
"3751",12,26,74,"Higher Exposure Tolerance","90 A",26
"3752",13,27,73,"Higher Exposure Tolerance","90 A",27
"3753",14,30,70,"Higher Exposure Tolerance","90 A",30
"3754",15,33,67,"Higher Exposure Tolerance","90 A",33
"3755",16,33,67,"Higher Exposure Tolerance","90 A",33
"3756",17,34,66,"Higher Exposure Tolerance","90 A",34
"3757",18,35,65,"Higher Exposure Tolerance","90 A",35
"3758",19,37,63,"Higher Exposure Tolerance","90 A",37
"3759",20,39,61,"Higher Exposure Tolerance","90 A",39
"3760",0,0,100,"Higher Infection Tolerance","90 B",0
"3761",1,19,81,"Higher Infection Tolerance","90 B",19
"3762",2,19,81,"Higher Infection Tolerance","90 B",19
"3763",3,19,81,"Higher Infection Tolerance","90 B",19
"3764",4,20,80,"Higher Infection Tolerance","90 B",20
"3765",5,21,79,"Higher Infection Tolerance","90 B",21
"3766",6,21,79,"Higher Infection Tolerance","90 B",21
"3767",7,21,79,"Higher Infection Tolerance","90 B",21
"3768",8,22,78,"Higher Infection Tolerance","90 B",22
"3769",9,22,78,"Higher Infection Tolerance","90 B",22
"3770",10,22,78,"Higher Infection Tolerance","90 B",22
"3771",11,22,78,"Higher Infection Tolerance","90 B",22
"3772",12,22,78,"Higher Infection Tolerance","90 B",22
"3773",13,23,77,"Higher Infection Tolerance","90 B",23
"3774",14,24,76,"Higher Infection Tolerance","90 B",24
"3775",15,24,76,"Higher Infection Tolerance","90 B",24
"3776",16,25,75,"Higher Infection Tolerance","90 B",25
"3777",17,25,75,"Higher Infection Tolerance","90 B",25
"3778",18,26,74,"Higher Infection Tolerance","90 B",26
"3779",19,26,74,"Higher Infection Tolerance","90 B",26
"3780",20,26,74,"Higher Infection Tolerance","90 B",26
