"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","tolerance.diff"
"ind110461",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind210461",30,180,30,17,0,0,0,0,7,14,20,14,14,"high","47","47","yes"
"ind310461",30,180,30,18,5,0,0,0,0,0,20,5,5,"high","47","47","yes"
"ind410461",30,180,29,15,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind510461",30,180,30,18,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind610461",30,180,30,14,5,0,0,0,0,0,20,5,5,"high","47","47","yes"
"ind710461",30,180,30,10,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind810461",30,180,30,16,5,0,0,0,0,0,20,5,5,"high","47","47","yes"
"ind910461",30,180,30,10,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind101461",30,180,30,17,0,0,0,0,8,11,20,11,10,"high","47","47","yes"
"ind111481",30,180,30,13,1,0,0,0,0,0,20,1,0,"high","47","47","yes"
"ind121471",30,180,30,16,0,0,0,0,13,5,20,5,3,"high","47","47","yes"
"ind131461",30,180,30,9,1,0,0,1,0,0,20,1,1,"high","47","47","yes"
"ind141461",30,180,28,12,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind151461",30,180,30,9,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind161461",30,180,30,11,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind171461",30,180,30,16,0,0,0,0,13,5,20,5,5,"high","47","47","yes"
"ind181461",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind191461",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind201461",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind211481",30,180,30,14,0,0,0,0,6,11,20,11,9,"high","47","47","yes"
"ind221471",30,180,29,15,0,0,0,0,7,10,20,10,10,"high","47","47","yes"
"ind231461",30,180,29,20,0,0,0,0,3,20,20,20,17,"high","47","47","yes"
"ind241461",30,180,30,17,2,0,0,1,0,0,20,2,2,"high","47","47","yes"
"ind251461",30,180,30,17,0,0,0,0,10,8,20,8,8,"high","47","47","yes"
"ind261461",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","47","47","yes"
"ind271461",30,180,30,16,0,0,0,0,6,9,20,9,9,"high","47","47","yes"
"ind281461",30,180,30,14,0,0,0,0,3,11,20,11,9,"high","47","47","yes"
"ind291461",30,180,29,16,0,0,0,0,0,0,20,0,0,"high","47","47","yes"
"ind301461",30,180,29,16,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind311481",30,180,30,7,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind321471",30,180,30,17,3,0,0,1,0,0,20,3,3,"high","47","47","yes"
"ind331461",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind341461",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind351461",30,180,29,13,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind361461",30,180,30,14,2,0,0,1,0,0,20,2,2,"high","47","47","yes"
"ind371461",30,180,29,15,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind381461",30,180,30,18,0,0,0,0,3,16,20,16,15,"high","47","47","yes"
"ind391461",30,180,29,16,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind401461",30,180,30,17,2,0,0,0,0,0,20,2,1,"high","47","47","yes"
"ind411481",30,180,30,14,2,0,0,0,0,0,20,2,1,"high","47","47","yes"
"ind421471",30,180,30,14,5,0,0,0,0,0,20,5,4,"high","47","47","yes"
"ind431461",30,180,29,9,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind441461",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","47","47","yes"
"ind451461",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","47","47","yes"
"ind461461",30,180,28,15,0,0,0,0,11,6,20,6,6,"high","47","47","yes"
"ind471461",30,180,29,18,0,0,0,0,15,6,20,6,6,"high","47","47","yes"
"ind481461",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind491461",30,180,28,11,0,0,0,0,4,10,20,10,8,"high","47","47","yes"
"ind501461",30,180,29,16,0,0,0,0,11,7,20,7,6,"high","47","47","yes"
"ind511481",30,180,30,20,0,0,0,0,0,0,20,0,0,"high","47","47","yes"
"ind521471",30,180,29,12,3,0,0,1,0,0,20,3,3,"high","47","47","yes"
"ind531461",30,180,29,14,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind541461",30,180,30,17,0,0,0,0,6,15,20,15,15,"high","47","47","yes"
"ind551461",30,180,30,17,4,0,0,0,0,0,20,4,4,"high","47","47","yes"
"ind561461",30,180,30,16,0,0,0,1,0,0,20,0,0,"high","47","47","yes"
"ind571461",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind581461",30,180,30,16,0,0,0,0,0,0,20,0,0,"high","47","47","yes"
"ind591461",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind601461",30,180,30,16,0,0,0,0,14,5,20,5,4,"high","47","47","yes"
"ind611481",30,180,30,18,0,0,0,1,0,0,20,0,0,"high","47","47","yes"
"ind621471",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind631461",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind641461",30,180,29,15,0,0,0,1,0,0,20,0,0,"high","47","47","yes"
"ind651461",30,180,30,13,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind661461",30,180,29,13,0,0,0,0,2,13,20,13,10,"high","47","47","yes"
"ind671461",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind681461",30,180,30,13,0,0,0,0,8,4,20,4,4,"high","47","47","yes"
"ind691461",30,180,30,19,2,0,0,0,0,0,20,2,1,"high","47","47","yes"
"ind701461",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind711481",30,180,30,20,0,0,0,0,5,14,20,14,12,"high","47","47","yes"
"ind721471",30,180,30,14,0,0,0,0,6,11,20,11,10,"high","47","47","yes"
"ind731461",30,180,30,19,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind741461",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind751461",30,180,29,13,1,0,0,1,0,0,20,1,1,"high","47","47","yes"
"ind761461",30,180,30,13,0,0,0,0,0,0,20,0,0,"high","47","47","yes"
"ind771461",30,180,30,16,3,0,0,1,0,0,20,3,1,"high","47","47","yes"
"ind781461",30,180,29,14,0,0,0,0,3,12,20,12,11,"high","47","47","yes"
"ind791461",30,180,30,15,5,0,0,1,0,0,20,5,5,"high","47","47","yes"
"ind801461",30,180,29,10,0,0,0,0,2,10,20,10,10,"high","47","47","yes"
"ind811481",30,180,30,11,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind821471",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind831461",30,180,28,15,0,0,0,0,0,0,20,0,0,"high","47","47","yes"
"ind841461",30,180,30,16,3,0,0,0,0,0,20,3,2,"high","47","47","yes"
"ind851461",30,180,30,15,2,0,0,0,0,0,20,2,1,"high","47","47","yes"
"ind861461",30,180,30,19,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind871461",30,180,29,14,0,0,0,0,6,9,20,9,9,"high","47","47","yes"
"ind881461",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","47","47","yes"
"ind891461",30,180,29,12,0,0,0,0,8,8,20,8,7,"high","47","47","yes"
"ind901461",30,180,30,16,6,0,0,0,0,0,20,6,6,"high","47","47","yes"
"ind911481",30,180,30,11,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind921471",30,180,30,12,2,0,0,0,0,0,20,2,1,"high","47","47","yes"
"ind931461",30,180,30,14,0,0,0,0,16,4,20,4,4,"high","47","47","yes"
"ind941461",30,180,30,15,4,0,0,0,0,0,20,4,3,"high","47","47","yes"
"ind951461",30,180,30,20,3,0,0,1,0,0,20,3,3,"high","47","47","yes"
"ind961461",30,180,30,10,2,0,0,0,0,0,20,2,2,"high","47","47","yes"
"ind971461",30,180,30,18,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind981461",30,180,30,19,0,0,0,0,14,3,20,3,3,"high","47","47","yes"
"ind991461",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind1001461",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","47","47","yes"
"ind11901",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind21901",30,180,29,15,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind31901",30,180,30,21,2,0,0,1,0,0,20,2,2,"baseline","48","48","yes"
"ind41901",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind51901",30,180,29,14,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind61901",30,180,29,15,3,0,0,0,0,0,20,3,3,"baseline","48","48","yes"
"ind71901",30,180,30,16,2,0,0,0,0,0,20,2,1,"baseline","48","48","yes"
"ind81901",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind91901",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind10571",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind11911",30,180,30,15,2,0,0,0,0,0,20,2,1,"baseline","48","48","yes"
"ind12581",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind13571",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind14571",30,180,30,16,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind15571",30,180,29,17,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind16571",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind17571",30,180,30,13,4,0,0,1,0,0,20,4,4,"baseline","48","48","yes"
"ind18571",30,180,29,17,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind19571",30,180,30,15,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind20571",30,180,30,16,1,0,0,0,0,0,20,1,0,"baseline","48","48","yes"
"ind21911",30,180,29,13,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind22581",30,180,29,18,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind23571",30,180,30,20,3,0,0,0,0,0,20,3,2,"baseline","48","48","yes"
"ind24571",30,180,30,11,3,0,0,0,0,0,20,3,3,"baseline","48","48","yes"
"ind25571",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind26571",30,180,30,17,4,0,0,1,0,0,20,4,4,"baseline","48","48","yes"
"ind27571",30,180,28,13,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind28571",30,180,30,16,4,0,0,0,0,0,20,4,3,"baseline","48","48","yes"
"ind29571",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind30571",30,180,30,16,4,0,0,0,0,0,20,4,4,"baseline","48","48","yes"
"ind31911",30,180,30,9,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind32581",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind33571",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind34571",30,180,30,16,0,0,0,0,9,7,20,7,6,"baseline","48","48","yes"
"ind35571",30,180,30,14,3,0,0,1,0,0,20,3,3,"baseline","48","48","yes"
"ind36571",30,180,30,22,4,0,0,0,0,0,20,4,4,"baseline","48","48","yes"
"ind37571",30,180,30,17,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind38571",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind39571",30,180,30,17,4,0,0,0,0,0,20,4,4,"baseline","48","48","yes"
"ind40571",30,180,29,16,4,0,0,0,0,0,20,4,4,"baseline","48","48","yes"
"ind41911",30,180,30,20,3,0,0,0,0,0,20,3,1,"baseline","48","48","yes"
"ind42581",30,180,30,15,2,0,0,2,0,0,20,2,1,"baseline","48","48","yes"
"ind43571",30,180,30,16,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind44571",30,180,30,17,0,0,0,1,0,0,20,0,0,"baseline","48","48","yes"
"ind45571",30,180,30,17,6,0,0,1,0,0,20,6,6,"baseline","48","48","yes"
"ind46571",30,180,30,17,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind47571",30,180,29,14,3,0,0,1,0,0,20,3,3,"baseline","48","48","yes"
"ind48571",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind49571",30,180,30,13,3,0,0,0,0,0,20,3,2,"baseline","48","48","yes"
"ind50571",30,180,30,17,0,0,0,0,7,8,20,8,7,"baseline","48","48","yes"
"ind51911",30,180,28,16,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind52581",30,180,30,11,3,0,0,0,0,0,20,3,3,"baseline","48","48","yes"
"ind53571",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind54571",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind55571",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind56571",30,180,29,16,2,0,0,1,0,0,20,2,2,"baseline","48","48","yes"
"ind57571",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind58571",30,180,30,12,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind59571",30,180,29,12,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind60571",30,180,28,17,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind61911",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind62581",30,180,30,8,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind63571",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind64571",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind65571",30,180,30,17,3,0,0,0,0,0,20,3,2,"baseline","48","48","yes"
"ind66571",30,180,30,15,0,0,0,0,9,5,20,5,5,"baseline","48","48","yes"
"ind67571",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","48","48","yes"
"ind68571",30,180,30,14,4,0,0,0,0,0,20,4,3,"baseline","48","48","yes"
"ind69571",30,180,30,17,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind70571",30,180,30,18,5,0,0,1,0,0,20,5,5,"baseline","48","48","yes"
"ind71911",30,180,30,11,0,0,0,1,0,0,20,0,0,"baseline","48","48","yes"
"ind72581",30,180,29,18,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind73571",30,180,30,16,3,0,0,1,0,0,20,3,2,"baseline","48","48","yes"
"ind74571",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind75571",30,180,30,11,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind76571",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","48","48","yes"
"ind77571",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","48","48","yes"
"ind78571",30,180,30,18,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind79571",30,180,30,17,1,0,0,2,0,0,20,1,1,"baseline","48","48","yes"
"ind80571",30,180,29,14,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind81911",30,180,30,8,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind82581",30,180,29,16,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind83571",30,180,30,19,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind84571",30,180,30,15,2,0,0,0,0,0,20,2,1,"baseline","48","48","yes"
"ind85571",30,180,29,15,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind86571",30,180,30,11,0,0,0,0,3,11,20,11,11,"baseline","48","48","yes"
"ind87571",30,180,30,17,6,0,0,1,0,0,20,6,6,"baseline","48","48","yes"
"ind88571",30,180,30,15,0,0,0,0,4,11,20,11,7,"baseline","48","48","yes"
"ind89571",30,180,30,13,0,0,0,0,3,12,20,12,11,"baseline","48","48","yes"
"ind90571",30,180,30,19,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind91911",30,180,30,11,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind92581",30,180,30,10,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind93571",30,180,30,21,0,0,0,1,0,0,20,0,0,"baseline","48","48","yes"
"ind94571",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","48","48","yes"
"ind95571",30,180,29,12,1,0,0,1,0,0,20,1,1,"baseline","48","48","yes"
"ind96571",30,180,30,15,0,0,0,0,0,0,20,0,0,"baseline","48","48","yes"
"ind97571",30,180,30,17,4,0,0,1,0,0,20,4,4,"baseline","48","48","yes"
"ind98571",30,180,30,15,0,0,0,0,17,4,20,4,2,"baseline","48","48","yes"
"ind99571",30,180,30,13,4,0,0,0,0,0,20,4,4,"baseline","48","48","yes"
"ind100571",30,180,29,19,5,0,0,0,0,0,20,5,5,"baseline","48","48","yes"
"ind110471",30,180,29,15,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind210471",30,180,30,14,4,0,0,0,0,0,20,4,4,"high","48","48","yes"
"ind310471",30,180,28,13,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind410471",30,180,29,15,1,0,0,1,0,0,20,1,1,"high","48","48","yes"
"ind510471",30,180,29,17,0,0,0,0,4,15,20,15,13,"high","48","48","yes"
"ind610471",30,180,30,16,2,0,0,1,0,0,20,2,1,"high","48","48","yes"
"ind710471",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind810471",30,180,29,13,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind910471",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind101471",30,180,30,20,2,0,0,1,0,0,20,2,1,"high","48","48","yes"
"ind111491",30,180,30,10,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind121481",30,180,30,15,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind131471",30,180,30,14,0,0,0,0,17,3,20,3,3,"high","48","48","yes"
"ind141471",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind151471",30,180,30,18,0,0,0,0,8,12,20,12,12,"high","48","48","yes"
"ind161471",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind171471",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind181471",30,180,30,17,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind191471",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind201471",30,180,30,18,5,0,0,0,0,0,20,5,5,"high","48","48","yes"
"ind211491",30,180,30,18,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind221481",30,180,29,11,4,0,0,0,0,0,20,4,4,"high","48","48","yes"
"ind231471",30,180,29,9,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind241471",30,180,29,19,0,0,0,0,7,10,20,10,10,"high","48","48","yes"
"ind251471",30,180,29,15,0,0,0,0,2,15,20,15,10,"high","48","48","yes"
"ind261471",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind271471",30,180,30,15,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind281471",30,180,30,16,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind291471",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind301471",30,180,30,15,1,0,0,1,0,0,20,1,1,"high","48","48","yes"
"ind311491",30,180,29,15,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind321481",30,180,29,9,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind331471",30,180,28,14,0,0,0,0,6,8,20,8,8,"high","48","48","yes"
"ind341471",30,180,30,17,0,0,0,0,12,10,20,10,7,"high","48","48","yes"
"ind351471",30,180,30,13,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind361471",30,180,30,21,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind371471",30,180,29,13,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind381471",30,180,29,14,4,0,0,1,0,0,20,4,3,"high","48","48","yes"
"ind391471",30,180,30,16,0,0,0,0,8,9,20,9,8,"high","48","48","yes"
"ind401471",30,180,30,21,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind411491",30,180,30,17,2,0,0,0,0,0,20,2,1,"high","48","48","yes"
"ind421481",30,180,30,17,0,0,0,0,3,12,20,12,12,"high","48","48","yes"
"ind431471",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind441471",30,180,30,21,2,0,0,0,0,0,20,2,1,"high","48","48","yes"
"ind451471",30,180,30,14,2,0,0,1,0,0,20,2,2,"high","48","48","yes"
"ind461471",30,180,30,15,0,0,0,0,10,7,20,7,7,"high","48","48","yes"
"ind471471",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind481471",30,180,30,19,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind491471",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind501471",30,180,30,16,3,0,0,0,0,0,20,3,2,"high","48","48","yes"
"ind511491",30,180,30,16,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind521481",30,180,30,18,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind531471",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind541471",30,180,30,20,5,0,0,1,0,0,20,5,5,"high","48","48","yes"
"ind551471",30,180,30,13,0,0,0,0,2,13,20,13,13,"high","48","48","yes"
"ind561471",30,180,30,12,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind571471",30,180,30,14,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind581471",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","48","48","yes"
"ind591471",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind601471",30,180,30,14,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind611491",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind621481",30,180,30,13,0,0,0,0,4,10,20,10,7,"high","48","48","yes"
"ind631471",30,180,29,15,0,0,0,0,14,7,20,7,7,"high","48","48","yes"
"ind641471",30,180,30,16,4,0,0,0,0,0,20,4,4,"high","48","48","yes"
"ind651471",30,180,29,14,0,0,0,0,19,2,20,2,2,"high","48","48","yes"
"ind661471",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind671471",30,180,30,19,5,0,0,1,0,0,20,5,4,"high","48","48","yes"
"ind681471",30,180,30,19,0,0,0,0,2,19,20,19,18,"high","48","48","yes"
"ind691471",30,180,30,12,1,0,0,2,0,0,20,1,0,"high","48","48","yes"
"ind701471",30,180,30,14,2,0,0,0,0,0,20,2,1,"high","48","48","yes"
"ind711491",30,180,30,19,0,1,0,0,20,3,20,3,2,"high","48","48","yes"
"ind721481",30,180,30,19,0,0,0,0,8,7,20,7,7,"high","48","48","yes"
"ind731471",30,180,30,22,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind741471",30,180,30,18,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind751471",30,180,30,16,0,0,0,0,6,9,20,9,8,"high","48","48","yes"
"ind761471",30,180,30,14,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind771471",30,180,30,14,3,0,0,0,0,0,20,3,2,"high","48","48","yes"
"ind781471",30,180,30,12,1,0,0,0,0,0,20,1,0,"high","48","48","yes"
"ind791471",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind801471",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind811491",30,180,30,17,4,0,0,0,0,0,20,4,4,"high","48","48","yes"
"ind821481",30,180,29,17,6,0,0,1,0,0,20,6,5,"high","48","48","yes"
"ind831471",30,180,30,18,2,0,0,0,0,0,20,2,2,"high","48","48","yes"
"ind841471",30,180,30,12,0,0,0,0,3,11,20,11,10,"high","48","48","yes"
"ind851471",30,180,30,17,3,0,0,0,0,0,20,3,1,"high","48","48","yes"
"ind861471",30,180,30,12,4,0,0,0,0,0,20,4,3,"high","48","48","yes"
"ind871471",30,180,30,14,0,0,0,0,19,1,20,1,1,"high","48","48","yes"
"ind881471",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind891471",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind901471",30,180,29,18,2,0,0,1,0,0,20,2,1,"high","48","48","yes"
"ind911491",30,180,30,12,0,0,0,0,3,10,20,10,10,"high","48","48","yes"
"ind921481",30,180,29,13,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind931471",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind941471",30,180,30,12,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind951471",30,180,29,16,1,0,0,0,0,0,20,1,1,"high","48","48","yes"
"ind961471",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind971471",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind981471",30,180,30,19,4,0,0,0,0,0,20,4,4,"high","48","48","yes"
"ind991471",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","48","48","yes"
"ind1001471",30,180,30,13,0,0,0,0,0,0,20,0,0,"high","48","48","yes"
"ind11921",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind21921",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind31921",30,180,30,17,2,0,0,0,0,0,20,2,1,"baseline","49","49","yes"
"ind41921",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind51921",30,180,29,10,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind61921",30,180,30,11,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind71921",30,180,30,12,1,0,0,1,0,0,20,1,1,"baseline","49","49","yes"
"ind81921",30,180,29,17,4,0,0,0,0,0,20,4,4,"baseline","49","49","yes"
"ind91921",30,180,30,18,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind10581",30,180,30,11,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind11931",30,180,30,15,0,0,0,1,0,0,20,0,0,"baseline","49","49","yes"
"ind12591",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind13581",30,180,29,12,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind14581",30,180,29,15,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind15581",30,180,30,15,2,0,0,0,0,0,20,2,1,"baseline","49","49","yes"
"ind16581",30,180,29,11,2,0,0,0,0,0,20,2,1,"baseline","49","49","yes"
"ind17581",30,180,30,17,1,0,0,1,0,0,20,1,1,"baseline","49","49","yes"
