"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","samplingday"
"ind111551",30,180,30,17,17,0,0,0,0,0,3,17,15,"Higher Infection Resistance","54","54","Day3"
"ind121541",30,180,28,18,18,0,0,0,0,0,3,18,14,"Higher Infection Resistance","54","54","Day3"
"ind131531",30,180,30,17,15,0,0,1,0,0,3,15,13,"Higher Infection Resistance","54","54","Day3"
"ind141531",30,180,30,11,11,0,0,0,0,0,3,11,9,"Higher Infection Resistance","54","54","Day3"
"ind151531",30,180,29,11,11,0,0,0,0,0,3,11,11,"Higher Infection Resistance","54","54","Day3"
"ind161531",30,180,30,13,13,0,0,0,0,0,3,13,12,"Higher Infection Resistance","54","54","Day3"
"ind171531",30,180,30,21,20,0,0,1,0,0,3,20,18,"Higher Infection Resistance","54","54","Day3"
"ind181531",30,180,30,14,14,0,0,0,0,0,3,14,14,"Higher Infection Resistance","54","54","Day3"
"ind191531",30,180,30,15,15,0,0,0,0,0,3,15,12,"Higher Infection Resistance","54","54","Day3"
"ind201531",30,180,30,12,12,0,0,0,0,0,3,12,12,"Higher Infection Resistance","54","54","Day3"
"ind12021",30,180,30,19,16,0,0,1,0,0,3,16,14,"Higher Clearance","55","55","Day3"
"ind2641",30,180,30,15,10,0,0,2,0,0,3,10,10,"Higher Clearance","55","55","Day3"
"ind3641",30,180,29,17,14,0,0,1,0,0,3,14,12,"Higher Clearance","55","55","Day3"
"ind4641",30,180,30,17,15,0,0,2,0,0,3,15,13,"Higher Clearance","55","55","Day3"
"ind5641",30,180,29,21,18,0,0,2,0,0,3,18,14,"Higher Clearance","55","55","Day3"
"ind6641",30,180,30,20,17,0,0,2,0,0,3,17,16,"Higher Clearance","55","55","Day3"
"ind7641",30,180,30,20,17,0,0,0,0,0,3,17,14,"Higher Clearance","55","55","Day3"
"ind8641",30,180,30,21,18,0,0,2,0,0,3,18,17,"Higher Clearance","55","55","Day3"
"ind9641",30,180,30,17,15,0,0,1,0,0,3,15,15,"Higher Clearance","55","55","Day3"
"ind10641",30,180,30,21,17,0,0,3,0,0,3,17,16,"Higher Clearance","55","55","Day3"
"ind111021",30,180,30,16,13,0,0,1,0,0,3,13,13,"Higher Clearance","55","55","Day3"
"ind12651",30,180,30,18,14,0,0,2,0,0,3,14,13,"Higher Clearance","55","55","Day3"
"ind13641",30,180,29,24,23,0,0,0,0,0,3,23,23,"Higher Clearance","55","55","Day3"
"ind14641",30,180,30,21,18,0,0,2,0,0,3,18,18,"Higher Clearance","55","55","Day3"
"ind15641",30,180,29,19,13,0,0,3,0,0,3,13,13,"Higher Clearance","55","55","Day3"
"ind16641",30,180,30,20,19,0,0,0,0,0,3,19,18,"Higher Clearance","55","55","Day3"
"ind17641",30,180,29,16,15,0,0,0,0,0,3,15,13,"Higher Clearance","55","55","Day3"
"ind18641",30,180,30,17,16,0,0,0,0,0,3,16,16,"Higher Clearance","55","55","Day3"
"ind19641",30,180,29,21,16,0,0,4,0,0,3,16,13,"Higher Clearance","55","55","Day3"
"ind20641",30,180,30,20,15,0,0,3,0,0,3,15,12,"Higher Clearance","55","55","Day3"
"ind110541",30,180,30,20,20,0,0,0,0,0,3,20,17,"Higher Infection Resistance","55","55","Day3"
"ind21541",30,180,30,13,13,0,0,0,0,0,3,13,11,"Higher Infection Resistance","55","55","Day3"
"ind31541",30,180,30,12,11,0,0,0,0,0,3,11,11,"Higher Infection Resistance","55","55","Day3"
"ind41541",30,180,30,14,14,0,0,0,0,0,3,14,13,"Higher Infection Resistance","55","55","Day3"
"ind51541",30,180,30,15,15,0,0,0,0,0,3,15,12,"Higher Infection Resistance","55","55","Day3"
"ind61541",30,180,29,14,14,0,0,0,0,0,3,14,13,"Higher Infection Resistance","55","55","Day3"
"ind71541",30,180,29,18,18,0,0,0,0,0,3,18,17,"Higher Infection Resistance","55","55","Day3"
"ind81541",30,180,30,16,16,0,0,0,0,0,3,16,13,"Higher Infection Resistance","55","55","Day3"
"ind91541",30,180,30,15,15,0,0,0,0,0,3,15,13,"Higher Infection Resistance","55","55","Day3"
"ind101541",30,180,30,17,16,0,0,1,0,0,3,16,16,"Higher Infection Resistance","55","55","Day3"
"ind111561",30,180,30,12,12,0,0,0,0,0,3,12,12,"Higher Infection Resistance","55","55","Day3"
"ind121551",30,180,30,16,16,0,0,0,0,0,3,16,14,"Higher Infection Resistance","55","55","Day3"
"ind131541",30,180,30,7,7,0,0,0,0,0,3,7,6,"Higher Infection Resistance","55","55","Day3"
"ind141541",30,180,30,15,15,0,0,0,0,0,3,15,13,"Higher Infection Resistance","55","55","Day3"
"ind151541",30,180,30,16,14,0,0,0,0,0,3,14,14,"Higher Infection Resistance","55","55","Day3"
"ind161541",30,180,29,13,13,0,0,0,0,0,3,13,11,"Higher Infection Resistance","55","55","Day3"
"ind171541",30,180,29,21,21,0,0,0,0,0,3,21,18,"Higher Infection Resistance","55","55","Day3"
"ind181541",30,180,30,16,15,0,0,0,0,0,3,15,13,"Higher Infection Resistance","55","55","Day3"
"ind191541",30,180,30,15,15,0,0,0,0,0,3,15,14,"Higher Infection Resistance","55","55","Day3"
"ind201541",30,180,28,11,11,0,0,0,0,0,3,11,11,"Higher Infection Resistance","55","55","Day3"
"ind12031",30,180,29,17,15,0,0,2,0,0,3,15,14,"Higher Clearance","56","56","Day3"
"ind2651",30,180,29,20,0,0,0,0,2,20,3,20,19,"Higher Clearance","56","56","Day3"
"ind3651",30,180,30,20,17,0,0,3,0,0,3,17,14,"Higher Clearance","56","56","Day3"
"ind4651",30,180,30,17,12,0,0,3,0,0,3,12,11,"Higher Clearance","56","56","Day3"
"ind5651",30,180,30,18,15,0,0,0,0,0,3,15,15,"Higher Clearance","56","56","Day3"
"ind6651",30,180,30,20,16,0,0,3,0,0,3,16,13,"Higher Clearance","56","56","Day3"
"ind7651",30,180,30,17,12,0,0,0,0,0,3,12,11,"Higher Clearance","56","56","Day3"
"ind8651",30,180,29,18,17,0,0,0,0,0,3,17,15,"Higher Clearance","56","56","Day3"
"ind9651",30,180,30,20,14,0,0,3,0,0,3,14,14,"Higher Clearance","56","56","Day3"
"ind10651",30,180,30,23,16,0,0,4,0,0,3,16,13,"Higher Clearance","56","56","Day3"
"ind111031",30,180,30,22,19,0,0,2,0,0,3,19,17,"Higher Clearance","56","56","Day3"
"ind12661",30,180,30,20,19,0,0,1,0,0,3,19,19,"Higher Clearance","56","56","Day3"
"ind13651",30,180,30,23,17,0,0,3,0,0,3,17,12,"Higher Clearance","56","56","Day3"
"ind14651",30,180,29,19,14,0,0,2,0,0,3,14,12,"Higher Clearance","56","56","Day3"
"ind15651",30,180,29,19,11,0,0,3,0,0,3,11,10,"Higher Clearance","56","56","Day3"
"ind16651",30,180,29,19,16,0,0,1,0,0,3,16,15,"Higher Clearance","56","56","Day3"
"ind17651",30,180,30,22,14,0,0,6,0,0,3,14,14,"Higher Clearance","56","56","Day3"
"ind18651",30,180,30,17,17,0,0,0,0,0,3,17,17,"Higher Clearance","56","56","Day3"
"ind19651",30,180,29,17,14,0,0,3,0,0,3,14,13,"Higher Clearance","56","56","Day3"
"ind20651",30,180,30,18,14,0,0,3,0,0,3,14,14,"Higher Clearance","56","56","Day3"
"ind110551",30,180,29,14,14,0,0,0,0,0,3,14,12,"Higher Infection Resistance","56","56","Day3"
"ind21551",30,180,29,13,12,0,0,1,0,0,3,12,11,"Higher Infection Resistance","56","56","Day3"
"ind31551",30,180,29,16,16,0,0,0,0,0,3,16,14,"Higher Infection Resistance","56","56","Day3"
"ind41551",30,180,30,17,16,0,0,1,0,0,3,16,15,"Higher Infection Resistance","56","56","Day3"
"ind51551",30,180,30,18,18,0,0,0,0,0,3,18,15,"Higher Infection Resistance","56","56","Day3"
"ind61551",30,180,29,18,17,0,0,0,0,0,3,17,16,"Higher Infection Resistance","56","56","Day3"
"ind71551",30,180,28,11,10,0,0,0,0,0,3,10,10,"Higher Infection Resistance","56","56","Day3"
"ind81551",30,180,30,14,14,0,0,0,0,0,3,14,13,"Higher Infection Resistance","56","56","Day3"
"ind91551",30,180,30,18,18,0,0,0,0,0,3,18,14,"Higher Infection Resistance","56","56","Day3"
"ind101551",30,180,30,15,15,0,0,0,0,0,3,15,14,"Higher Infection Resistance","56","56","Day3"
"ind111571",30,180,28,18,18,0,0,0,0,0,3,18,14,"Higher Infection Resistance","56","56","Day3"
"ind121561",30,180,30,11,11,0,0,0,0,0,3,11,9,"Higher Infection Resistance","56","56","Day3"
"ind131551",30,180,30,18,17,0,0,1,0,0,3,17,16,"Higher Infection Resistance","56","56","Day3"
"ind141551",30,180,30,13,12,0,0,0,0,0,3,12,11,"Higher Infection Resistance","56","56","Day3"
"ind151551",30,180,30,19,19,0,0,0,0,0,3,19,17,"Higher Infection Resistance","56","56","Day3"
"ind161551",30,180,30,12,11,0,0,0,0,0,3,11,9,"Higher Infection Resistance","56","56","Day3"
"ind171551",30,180,30,15,15,0,0,0,0,0,3,15,15,"Higher Infection Resistance","56","56","Day3"
"ind181551",30,180,30,14,14,0,0,0,0,0,3,14,13,"Higher Infection Resistance","56","56","Day3"
"ind191551",30,180,30,17,16,0,0,1,0,0,3,16,15,"Higher Infection Resistance","56","56","Day3"
"ind201551",30,180,30,14,14,0,0,0,0,0,3,14,12,"Higher Infection Resistance","56","56","Day3"
"ind12041",30,180,29,18,14,0,0,1,0,0,3,14,14,"Higher Clearance","57","57","Day3"
"ind2661",30,180,30,21,18,0,0,1,0,0,3,18,15,"Higher Clearance","57","57","Day3"
"ind3661",30,180,29,18,17,0,0,0,0,0,3,17,16,"Higher Clearance","57","57","Day3"
"ind4661",30,180,28,18,16,0,0,1,0,0,3,16,15,"Higher Clearance","57","57","Day3"
"ind5661",30,180,30,17,16,0,0,1,0,0,3,16,15,"Higher Clearance","57","57","Day3"
"ind6661",30,180,29,20,15,0,0,2,0,0,3,15,14,"Higher Clearance","57","57","Day3"
"ind7661",30,180,28,18,13,0,0,2,0,0,3,13,12,"Higher Clearance","57","57","Day3"
"ind8661",30,180,29,16,10,0,0,5,0,0,3,10,9,"Higher Clearance","57","57","Day3"
"ind9661",30,180,30,17,16,0,0,1,0,0,3,16,15,"Higher Clearance","57","57","Day3"
"ind10661",30,180,30,19,15,0,0,2,0,0,3,15,14,"Higher Clearance","57","57","Day3"
"ind111041",30,180,29,19,14,0,0,2,0,0,3,14,14,"Higher Clearance","57","57","Day3"
"ind12671",30,180,29,18,14,0,0,2,0,0,3,14,14,"Higher Clearance","57","57","Day3"
"ind13661",30,180,30,23,15,0,0,5,0,0,3,15,14,"Higher Clearance","57","57","Day3"
"ind14661",30,180,30,17,14,0,0,0,0,0,3,14,13,"Higher Clearance","57","57","Day3"
"ind15661",30,180,30,22,17,0,0,2,0,0,3,17,15,"Higher Clearance","57","57","Day3"
"ind16661",30,180,30,16,11,0,0,3,0,0,3,11,10,"Higher Clearance","57","57","Day3"
"ind17661",30,180,30,20,15,0,0,2,0,0,3,15,13,"Higher Clearance","57","57","Day3"
"ind18661",30,180,30,22,19,0,0,1,0,0,3,19,18,"Higher Clearance","57","57","Day3"
"ind19661",30,180,30,18,14,0,0,0,0,0,3,14,12,"Higher Clearance","57","57","Day3"
"ind20661",30,180,30,20,16,0,0,2,0,0,3,16,13,"Higher Clearance","57","57","Day3"
"ind110561",30,180,30,14,14,0,0,0,0,0,3,14,12,"Higher Infection Resistance","57","57","Day3"
"ind21561",30,180,30,13,12,0,0,1,0,0,3,12,12,"Higher Infection Resistance","57","57","Day3"
"ind31561",30,180,30,16,16,0,0,0,0,0,3,16,15,"Higher Infection Resistance","57","57","Day3"
"ind41561",30,180,29,13,12,0,0,1,0,0,3,12,11,"Higher Infection Resistance","57","57","Day3"
"ind51561",30,180,30,12,12,0,0,0,0,0,3,12,10,"Higher Infection Resistance","57","57","Day3"
"ind61561",30,180,30,14,14,0,0,0,0,0,3,14,12,"Higher Infection Resistance","57","57","Day3"
"ind71561",30,180,30,17,17,0,0,0,0,0,3,17,15,"Higher Infection Resistance","57","57","Day3"
"ind81561",30,180,29,14,14,0,0,0,0,0,3,14,14,"Higher Infection Resistance","57","57","Day3"
"ind91561",30,180,30,21,19,0,0,1,0,0,3,19,17,"Higher Infection Resistance","57","57","Day3"
"ind101561",30,180,29,12,12,0,0,0,0,0,3,12,11,"Higher Infection Resistance","57","57","Day3"
"ind111581",30,180,29,14,14,0,0,0,0,0,3,14,12,"Higher Infection Resistance","57","57","Day3"
"ind121571",30,180,30,16,15,0,0,0,0,0,3,15,12,"Higher Infection Resistance","57","57","Day3"
"ind131561",30,180,30,17,16,0,0,1,0,0,3,16,12,"Higher Infection Resistance","57","57","Day3"
"ind141561",30,180,30,11,10,0,0,0,0,0,3,10,10,"Higher Infection Resistance","57","57","Day3"
"ind151561",30,180,29,15,15,0,0,0,0,0,3,15,15,"Higher Infection Resistance","57","57","Day3"
"ind161561",30,180,30,12,11,0,0,0,0,0,3,11,10,"Higher Infection Resistance","57","57","Day3"
"ind171561",30,180,30,14,14,0,0,0,0,0,3,14,11,"Higher Infection Resistance","57","57","Day3"
"ind181561",30,180,30,11,11,0,0,0,0,0,3,11,11,"Higher Infection Resistance","57","57","Day3"
"ind191561",30,180,30,17,17,0,0,0,0,0,3,17,16,"Higher Infection Resistance","57","57","Day3"
"ind201561",30,180,30,13,12,0,0,0,0,0,3,12,9,"Higher Infection Resistance","57","57","Day3"
"ind12051",30,180,30,17,13,0,0,3,0,0,3,13,12,"Higher Clearance","58","58","Day3"
"ind2671",30,180,30,20,18,0,0,0,0,0,3,18,15,"Higher Clearance","58","58","Day3"
"ind3671",30,180,30,20,17,0,0,2,0,0,3,17,14,"Higher Clearance","58","58","Day3"
"ind4671",30,180,30,19,14,0,0,1,0,0,3,14,12,"Higher Clearance","58","58","Day3"
"ind5671",30,180,30,19,18,0,0,0,0,0,3,18,17,"Higher Clearance","58","58","Day3"
"ind6671",30,180,30,19,18,0,0,0,0,0,3,18,17,"Higher Clearance","58","58","Day3"
"ind7671",30,180,29,21,17,0,0,1,0,0,3,17,16,"Higher Clearance","58","58","Day3"
"ind8671",30,180,30,18,10,0,0,4,0,0,3,10,7,"Higher Clearance","58","58","Day3"
"ind9671",30,180,30,15,12,0,0,2,0,0,3,12,11,"Higher Clearance","58","58","Day3"
"ind10671",30,180,30,21,17,0,0,2,0,0,3,17,16,"Higher Clearance","58","58","Day3"
"ind111051",30,180,30,22,18,0,0,2,0,0,3,18,14,"Higher Clearance","58","58","Day3"
"ind12681",30,180,30,18,17,0,0,1,0,0,3,17,15,"Higher Clearance","58","58","Day3"
"ind13671",30,180,30,19,16,0,0,2,0,0,3,16,14,"Higher Clearance","58","58","Day3"
"ind14671",30,180,30,19,15,0,0,2,0,0,3,15,15,"Higher Clearance","58","58","Day3"
"ind15671",30,180,29,18,14,0,0,2,0,0,3,14,11,"Higher Clearance","58","58","Day3"
"ind16671",30,180,30,20,15,0,0,2,0,0,3,15,14,"Higher Clearance","58","58","Day3"
"ind17671",30,180,30,18,15,0,0,2,0,0,3,15,13,"Higher Clearance","58","58","Day3"
"ind18671",30,180,30,20,15,0,0,1,0,0,3,15,12,"Higher Clearance","58","58","Day3"
"ind19671",30,180,30,17,14,0,0,1,0,0,3,14,12,"Higher Clearance","58","58","Day3"
"ind20671",30,180,30,20,0,0,0,0,2,20,3,20,18,"Higher Clearance","58","58","Day3"
"ind110571",30,180,29,14,14,0,0,0,0,0,3,14,14,"Higher Infection Resistance","58","58","Day3"
"ind21571",30,180,30,19,18,0,0,0,0,0,3,18,17,"Higher Infection Resistance","58","58","Day3"
"ind31571",30,180,28,13,13,0,0,0,0,0,3,13,12,"Higher Infection Resistance","58","58","Day3"
"ind41571",30,180,30,15,15,0,0,0,0,0,3,15,14,"Higher Infection Resistance","58","58","Day3"
"ind51571",30,180,30,17,16,0,0,0,0,0,3,16,16,"Higher Infection Resistance","58","58","Day3"
"ind61571",30,180,30,18,18,0,0,0,0,0,3,18,18,"Higher Infection Resistance","58","58","Day3"
"ind71571",30,180,30,16,16,0,0,0,0,0,3,16,16,"Higher Infection Resistance","58","58","Day3"
"ind81571",30,180,30,16,16,0,0,0,0,0,3,16,15,"Higher Infection Resistance","58","58","Day3"
"ind91571",30,180,30,16,16,0,0,0,0,0,3,16,16,"Higher Infection Resistance","58","58","Day3"
"ind101571",30,180,30,14,13,0,0,0,0,0,3,13,11,"Higher Infection Resistance","58","58","Day3"
"ind111591",30,180,29,10,10,0,0,0,0,0,3,10,10,"Higher Infection Resistance","58","58","Day3"
"ind121581",30,180,29,14,13,0,0,0,0,0,3,13,11,"Higher Infection Resistance","58","58","Day3"
"ind131571",30,180,30,16,16,0,0,0,0,0,3,16,15,"Higher Infection Resistance","58","58","Day3"
"ind141571",30,180,30,16,0,0,0,0,2,16,3,16,14,"Higher Infection Resistance","58","58","Day3"
"ind151571",30,180,30,14,14,0,0,0,0,0,3,14,14,"Higher Infection Resistance","58","58","Day3"
"ind161571",30,180,30,15,14,0,0,1,0,0,3,14,13,"Higher Infection Resistance","58","58","Day3"
"ind171571",30,180,30,16,15,0,0,1,0,0,3,15,14,"Higher Infection Resistance","58","58","Day3"
"ind181571",30,180,30,13,13,0,0,0,0,0,3,13,11,"Higher Infection Resistance","58","58","Day3"
"ind191571",30,180,30,15,15,0,0,0,0,0,3,15,12,"Higher Infection Resistance","58","58","Day3"
"ind201571",30,180,30,15,15,0,0,0,0,0,3,15,14,"Higher Infection Resistance","58","58","Day3"
"ind12061",30,180,29,17,13,0,0,3,0,0,3,13,12,"Higher Clearance","59","59","Day3"
"ind2681",30,180,30,18,0,1,0,0,3,17,3,17,14,"Higher Clearance","59","59","Day3"
"ind3681",30,180,30,18,15,0,0,2,0,0,3,15,13,"Higher Clearance","59","59","Day3"
"ind4681",30,180,30,15,14,0,0,0,0,0,3,14,13,"Higher Clearance","59","59","Day3"
"ind5681",30,180,30,13,12,0,0,0,0,0,3,12,10,"Higher Clearance","59","59","Day3"
"ind6681",30,180,30,21,19,0,0,2,0,0,3,19,18,"Higher Clearance","59","59","Day3"
"ind7681",30,180,29,19,16,0,0,1,0,0,3,16,14,"Higher Clearance","59","59","Day3"
"ind8681",30,180,30,20,15,0,0,3,0,0,3,15,11,"Higher Clearance","59","59","Day3"
"ind9681",30,180,30,15,12,0,0,1,0,0,3,12,10,"Higher Clearance","59","59","Day3"
"ind10681",30,180,30,22,19,0,0,1,0,0,3,19,18,"Higher Clearance","59","59","Day3"
"ind111061",30,180,30,13,11,0,0,1,0,0,3,11,11,"Higher Clearance","59","59","Day3"
"ind12691",30,180,30,21,18,0,0,2,0,0,3,18,15,"Higher Clearance","59","59","Day3"
"ind13681",30,180,29,16,13,0,0,1,0,0,3,13,11,"Higher Clearance","59","59","Day3"
"ind14681",30,180,29,19,17,0,0,1,0,0,3,17,16,"Higher Clearance","59","59","Day3"
"ind15681",30,180,30,22,18,0,0,1,0,0,3,18,16,"Higher Clearance","59","59","Day3"
"ind16681",30,180,30,16,14,0,0,1,0,0,3,14,13,"Higher Clearance","59","59","Day3"
"ind17681",30,180,30,21,16,0,0,1,0,0,3,16,16,"Higher Clearance","59","59","Day3"
"ind18681",30,180,30,19,16,0,0,0,0,0,3,16,14,"Higher Clearance","59","59","Day3"
"ind19681",30,180,30,16,14,0,0,1,0,0,3,14,13,"Higher Clearance","59","59","Day3"
"ind20681",30,180,29,20,18,0,0,2,0,0,3,18,18,"Higher Clearance","59","59","Day3"
"ind110581",30,180,30,17,16,0,0,1,0,0,3,16,15,"Higher Infection Resistance","59","59","Day3"
"ind21581",30,180,30,19,19,0,0,0,0,0,3,19,16,"Higher Infection Resistance","59","59","Day3"
"ind31581",30,180,30,12,12,0,0,0,0,0,3,12,10,"Higher Infection Resistance","59","59","Day3"
"ind41581",30,180,29,17,16,0,0,0,0,0,3,16,14,"Higher Infection Resistance","59","59","Day3"
"ind51581",30,180,30,14,14,0,0,0,0,0,3,14,12,"Higher Infection Resistance","59","59","Day3"
"ind61581",30,180,30,14,14,0,0,0,0,0,3,14,13,"Higher Infection Resistance","59","59","Day3"
"ind71581",30,180,30,14,13,0,0,0,0,0,3,13,12,"Higher Infection Resistance","59","59","Day3"
"ind81581",30,180,30,18,18,0,0,0,0,0,3,18,17,"Higher Infection Resistance","59","59","Day3"
"ind91581",30,180,30,12,12,0,0,0,0,0,3,12,10,"Higher Infection Resistance","59","59","Day3"
"ind101581",30,180,30,14,14,0,0,0,0,0,3,14,12,"Higher Infection Resistance","59","59","Day3"
"ind111601",30,180,30,15,15,0,0,0,0,0,3,15,13,"Higher Infection Resistance","59","59","Day3"
"ind121591",30,180,30,12,11,0,0,0,0,0,3,11,10,"Higher Infection Resistance","59","59","Day3"
"ind131581",30,180,30,16,16,0,0,0,0,0,3,16,16,"Higher Infection Resistance","59","59","Day3"
"ind141581",30,180,30,12,12,0,0,0,0,0,3,12,11,"Higher Infection Resistance","59","59","Day3"
"ind151581",30,180,30,11,11,0,0,0,0,0,3,11,11,"Higher Infection Resistance","59","59","Day3"
"ind161581",30,180,30,20,20,0,0,0,0,0,3,20,20,"Higher Infection Resistance","59","59","Day3"
"ind171581",30,180,30,16,16,0,0,0,0,0,3,16,15,"Higher Infection Resistance","59","59","Day3"
"ind181581",30,180,30,18,17,0,0,0,0,0,3,17,16,"Higher Infection Resistance","59","59","Day3"
"ind191581",30,180,30,15,15,0,0,0,0,0,3,15,13,"Higher Infection Resistance","59","59","Day3"
"ind201581",30,180,30,14,14,0,0,0,0,0,3,14,13,"Higher Infection Resistance","59","59","Day3"
"ind12071",30,180,30,18,18,0,0,0,0,0,3,18,13,"Higher Clearance","60","60","Day3"
"ind2691",30,180,30,18,12,0,0,4,0,0,3,12,11,"Higher Clearance","60","60","Day3"
"ind3691",30,180,30,14,10,0,0,2,0,0,3,10,9,"Higher Clearance","60","60","Day3"
"ind4691",30,180,30,19,0,1,0,0,3,18,3,18,14,"Higher Clearance","60","60","Day3"
"ind5691",30,180,29,18,16,0,0,1,0,0,3,16,12,"Higher Clearance","60","60","Day3"
"ind6691",30,180,30,18,15,0,0,2,0,0,3,15,15,"Higher Clearance","60","60","Day3"
"ind7691",30,180,29,24,23,0,0,0,0,0,3,23,21,"Higher Clearance","60","60","Day3"
"ind8691",30,180,29,19,17,0,0,0,0,0,3,17,16,"Higher Clearance","60","60","Day3"
"ind9691",30,180,30,12,11,0,0,1,0,0,3,11,11,"Higher Clearance","60","60","Day3"
"ind10691",30,180,30,20,18,0,0,0,0,0,3,18,17,"Higher Clearance","60","60","Day3"
"ind111071",30,180,30,17,9,0,0,5,0,0,3,9,9,"Higher Clearance","60","60","Day3"
"ind12701",30,180,30,20,16,0,0,1,0,0,3,16,13,"Higher Clearance","60","60","Day3"
"ind13691",30,180,30,18,12,0,0,3,0,0,3,12,11,"Higher Clearance","60","60","Day3"
"ind14691",30,180,30,21,15,0,0,3,0,0,3,15,14,"Higher Clearance","60","60","Day3"
"ind15691",30,180,30,20,17,0,0,1,0,0,3,17,17,"Higher Clearance","60","60","Day3"
"ind16691",30,180,30,18,13,0,0,0,0,0,3,13,12,"Higher Clearance","60","60","Day3"
"ind17691",30,180,30,15,12,0,0,1,0,0,3,12,12,"Higher Clearance","60","60","Day3"
"ind18691",30,180,30,24,21,0,0,3,0,0,3,21,19,"Higher Clearance","60","60","Day3"
"ind19691",30,180,30,18,16,0,0,0,0,0,3,16,16,"Higher Clearance","60","60","Day3"
"ind20691",30,180,30,19,18,0,0,1,0,0,3,18,13,"Higher Clearance","60","60","Day3"
"ind110591",30,180,30,11,11,0,0,0,0,0,3,11,9,"Higher Infection Resistance","60","60","Day3"
"ind21591",30,180,30,14,13,0,0,0,0,0,3,13,12,"Higher Infection Resistance","60","60","Day3"
"ind31591",30,180,30,12,12,0,0,0,0,0,3,12,10,"Higher Infection Resistance","60","60","Day3"
"ind41591",30,180,30,20,19,0,0,0,0,0,3,19,17,"Higher Infection Resistance","60","60","Day3"
"ind51591",30,180,30,17,17,0,0,0,0,0,3,17,16,"Higher Infection Resistance","60","60","Day3"
"ind61591",30,180,29,13,13,0,0,0,0,0,3,13,10,"Higher Infection Resistance","60","60","Day3"
"ind71591",30,180,30,19,17,0,0,1,0,0,3,17,15,"Higher Infection Resistance","60","60","Day3"
"ind81591",30,180,30,16,15,0,0,0,0,0,3,15,14,"Higher Infection Resistance","60","60","Day3"
"ind91591",30,180,30,16,16,0,0,0,0,0,3,16,15,"Higher Infection Resistance","60","60","Day3"
"ind101591",30,180,30,17,17,0,0,0,0,0,3,17,16,"Higher Infection Resistance","60","60","Day3"
"ind111611",30,180,30,16,16,0,0,0,0,0,3,16,14,"Higher Infection Resistance","60","60","Day3"
"ind121601",30,180,30,10,10,0,0,0,0,0,3,10,8,"Higher Infection Resistance","60","60","Day3"
"ind131591",30,180,30,16,15,0,0,0,0,0,3,15,13,"Higher Infection Resistance","60","60","Day3"
"ind141591",30,180,30,14,14,0,0,0,0,0,3,14,10,"Higher Infection Resistance","60","60","Day3"
"ind151591",30,180,28,10,10,0,0,0,0,0,3,10,7,"Higher Infection Resistance","60","60","Day3"
"ind161591",30,180,29,11,11,0,0,0,0,0,3,11,10,"Higher Infection Resistance","60","60","Day3"
"ind171591",30,180,30,13,13,0,0,0,0,0,3,13,11,"Higher Infection Resistance","60","60","Day3"
"ind181591",30,180,30,15,0,0,0,0,2,15,3,15,14,"Higher Infection Resistance","60","60","Day3"
"ind191591",30,180,30,14,14,0,0,0,0,0,3,14,14,"Higher Infection Resistance","60","60","Day3"
"ind201591",30,180,29,14,14,0,0,0,0,0,3,14,11,"Higher Infection Resistance","60","60","Day3"
"ind12081",30,180,30,18,16,0,0,1,0,0,3,16,16,"Higher Clearance","61","61","Day3"
"ind2701",30,180,30,19,13,0,0,4,0,0,3,13,13,"Higher Clearance","61","61","Day3"
"ind3701",30,180,29,19,16,0,0,2,0,0,3,16,15,"Higher Clearance","61","61","Day3"
"ind4701",30,180,30,21,16,0,0,1,0,0,3,16,15,"Higher Clearance","61","61","Day3"
"ind5701",30,180,30,20,11,0,0,4,0,0,3,11,7,"Higher Clearance","61","61","Day3"
"ind6701",30,180,30,22,18,0,0,2,0,0,3,18,16,"Higher Clearance","61","61","Day3"
"ind7701",30,180,30,15,12,0,0,2,0,0,3,12,10,"Higher Clearance","61","61","Day3"
"ind8701",30,180,30,24,20,0,0,2,0,0,3,20,19,"Higher Clearance","61","61","Day3"
"ind9701",30,180,30,18,10,0,0,6,0,0,3,10,7,"Higher Clearance","61","61","Day3"
"ind10701",30,180,29,21,20,0,0,0,0,0,3,20,17,"Higher Clearance","61","61","Day3"
"ind111081",30,180,30,12,10,0,0,0,0,0,3,10,10,"Higher Clearance","61","61","Day3"
"ind12711",30,180,30,17,15,0,0,0,0,0,3,15,13,"Higher Clearance","61","61","Day3"
"ind13701",30,180,30,20,17,0,0,1,0,0,3,17,14,"Higher Clearance","61","61","Day3"
"ind14701",30,180,28,17,10,0,0,2,0,0,3,10,9,"Higher Clearance","61","61","Day3"
"ind15701",30,180,30,25,20,0,0,1,0,0,3,20,19,"Higher Clearance","61","61","Day3"
"ind16701",30,180,30,20,17,0,0,1,0,0,3,17,17,"Higher Clearance","61","61","Day3"
"ind17701",30,180,30,15,13,0,0,1,0,0,3,13,12,"Higher Clearance","61","61","Day3"
"ind18701",30,180,30,19,18,0,0,1,0,0,3,18,16,"Higher Clearance","61","61","Day3"
"ind19701",30,180,29,19,16,0,0,1,0,0,3,16,16,"Higher Clearance","61","61","Day3"
"ind20701",30,180,30,16,14,0,0,0,0,0,3,14,13,"Higher Clearance","61","61","Day3"
